Virtual User Script started at: 02.06.2024 15:51:46
Starting action vuser_init.
Web Turbo Replay of LoadRunner 2021.0.0 for Windows 10; build 430 (џэт 05 2021 19:27:22)  	[MsgId: MMSG-26983]
Action.c(307): web_submit_data("login.pl_2") was successful, 2722 body bytes, 228 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(326): Notify: Transaction "data_input" ended with a "Pass" status (Duration: 0,1736 Wasted Time: 0,0029).
Action.c(330): Notify: Transaction "account" started.
Action.c(332): web_url("button_next.gif_2") started  	[MsgId: MMSG-26355]
Action.c(332): web_url("button_next.gif_2") was successful, 596 body bytes, 215 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(341): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(341): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(343): web_url("nav.pl_2") started  	[MsgId: MMSG-26355]
Action.c(343): Registering web_url("nav.pl_2") was successful  	[MsgId: MMSG-26390]
Action.c(352): web_url("login.pl_3") started  	[MsgId: MMSG-26355]
Action.c(352): Registering web_url("login.pl_3") was successful  	[MsgId: MMSG-26390]
Action.c(361): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(361): web_concurrent_end was successful, 2396 body bytes, 483 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(363): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(363): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(365): web_url("flights.gif") started  	[MsgId: MMSG-26355]
Action.c(365): Registering web_url("flights.gif") was successful  	[MsgId: MMSG-26390]
Action.c(373): web_url("itinerary.gif") started  	[MsgId: MMSG-26355]
Action.c(373): Registering web_url("itinerary.gif") was successful  	[MsgId: MMSG-26390]
Action.c(381): web_url("in_home.gif") started  	[MsgId: MMSG-26355]
Action.c(381): Registering web_url("in_home.gif") was successful  	[MsgId: MMSG-26390]
Action.c(389): web_url("signoff.gif") started  	[MsgId: MMSG-26355]
Action.c(389): Registering web_url("signoff.gif") was successful  	[MsgId: MMSG-26390]
Action.c(397): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(397): web_concurrent_end was successful, 2898 body bytes, 1194 header bytes  	[MsgId: MMSG-26386]
Action.c(399): Notify: Transaction "account" ended with a "Pass" status (Duration: 0,2653 Wasted Time: 0,0100).
Action.c(403): Notify: Transaction "signoff" started.
Action.c(405): web_url("SignOff Button") started  	[MsgId: MMSG-26355]
Action.c(405): web_url("SignOff Button") was successful, 686 body bytes, 327 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(414): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(414): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(416): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(416): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(420): web_url("home.html_2") started  	[MsgId: MMSG-26355]
Action.c(420): Retrieving data from cache for "http://localhost:1080/WebTours/home.html"  	[MsgId: MMSG-26558]
Action.c(420): Registering web_url("home.html_2") was successful  	[MsgId: MMSG-26390]
Action.c(428): web_url("nav.pl_3") started  	[MsgId: MMSG-26355]
Action.c(428): Registering web_url("nav.pl_3") was successful  	[MsgId: MMSG-26390]
Action.c(437): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(437): Registered web_reg_find successful for "Text=Welcome to the Web Tours site." (count=1)  	[MsgId: MMSG-26364]
Action.c(437): web_concurrent_end was successful, 1482 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(439): Notify: Transaction "signoff" ended with a "Pass" status (Duration: 0.1717 Wasted Time: 0.0058).
Action.c(441): Notify: Transaction "UC06_user_registration" ended with a "Pass" status (Duration: 2.1569 Wasted Time: 0.1081).
Ending action Action.
Ending iteration 1.
Ending Vuser...
Starting action vuser_end.
Ending action vuser_end.
Vuser Terminated.
