Virtual User Script started at: 02.06.2024 15:50:23
Starting action vuser_init.
Web Turbo Replay of LoadRunner 2021.0.0 for Windows 10; build 430 (џэт 05 2021 19:27:22)  	[MsgId: MMSG-26983]
Action.c(352): web_url("Itinerary Button") was successful, 591 body bytes, 215 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(361): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(361): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(363): web_url("nav.pl_3") started  	[MsgId: MMSG-26355]
Action.c(363): Registering web_url("nav.pl_3") was successful  	[MsgId: MMSG-26390]
Action.c(372): web_url("itinerary.pl") started  	[MsgId: MMSG-26355]
Action.c(372): Registering web_url("itinerary.pl") was successful  	[MsgId: MMSG-26390]
Action.c(381): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(381): web_concurrent_end was successful, 16023 body bytes, 510 header bytes, 47 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(383): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(383): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(385): web_url("cancelreservation.gif") started  	[MsgId: MMSG-26355]
Action.c(385): Registering web_url("cancelreservation.gif") was successful  	[MsgId: MMSG-26390]
Action.c(393): web_url("cancelallreservations.gif") started  	[MsgId: MMSG-26355]
Action.c(393): Registering web_url("cancelallreservations.gif") was successful  	[MsgId: MMSG-26390]
Action.c(401): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(401): web_concurrent_end was successful, 1573 body bytes, 596 header bytes  	[MsgId: MMSG-26386]
Action.c(403): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(403): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(405): web_url("home.gif") started  	[MsgId: MMSG-26355]
Action.c(405): Registering web_url("home.gif") was successful  	[MsgId: MMSG-26390]
Action.c(413): web_url("in_itinerary.gif") started  	[MsgId: MMSG-26355]
Action.c(413): Registering web_url("in_itinerary.gif") was successful  	[MsgId: MMSG-26390]
Action.c(421): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(421): web_concurrent_end was successful, 1421 body bytes, 596 header bytes  	[MsgId: MMSG-26386]
Action.c(423): Notify: Transaction "tickets_list" ended with a "Pass" status (Duration: 0,2965 Wasted Time: 0,0120).
Action.c(427): Notify: Transaction "signoff" started.
Action.c(429): web_url("SignOff Button") started  	[MsgId: MMSG-26355]
Action.c(429): web_url("SignOff Button") was successful, 686 body bytes, 327 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(438): web_concurrent_start started  	[MsgId: MMSG-26355]
Action.c(438): web_concurrent_start was successful  	[MsgId: MMSG-26392]
Action.c(440): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(440): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(444): web_url("home.html_2") started  	[MsgId: MMSG-26355]
Action.c(444): Retrieving data from cache for "http://localhost:1080/WebTours/home.html"  	[MsgId: MMSG-26558]
Action.c(444): Registering web_url("home.html_2") was successful  	[MsgId: MMSG-26390]
Action.c(452): web_url("nav.pl_4") started  	[MsgId: MMSG-26355]
Action.c(452): Registering web_url("nav.pl_4") was successful  	[MsgId: MMSG-26390]
Action.c(461): web_concurrent_end started  	[MsgId: MMSG-26355]
Action.c(461): Registered web_reg_find successful for "Text=Welcome to the Web Tours site" (count=1)  	[MsgId: MMSG-26364]
Action.c(461): web_concurrent_end was successful, 1489 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(463): Notify: Transaction "signoff" ended with a "Pass" status (Duration: 0,1767 Wasted Time: 0,0061).
Action.c(465): Notify: Transaction "UC04_tickets_list" ended with a "Pass" status (Duration: 2,1955 Wasted Time: 0,1159).
Ending action Action.
Ending iteration 1.
Ending Vuser...
Starting action vuser_end.
Ending action vuser_end.
Vuser Terminated.
